FECHA;LATITUD;LONGITUD;PEATONES
2021-01-01 21:00:00;40,41664098;-3,701246554;420.0
2021-01-01 21:00:00;40,418256;-3,697732;495.0
2021-01-01 21:00:00;40,41990798;-3,692363251;565.0
2021-01-01 21:00:00;40,42015321;-3,70435898;1.059
2021-01-01 21:00:00;40,4202703;-3,704325575;268.0
2021-01-01 21:00:00;40,42107227;-3,70049043;238.0
2021-01-01 21:00:00;40,42200905;-3,700891722;1.086
2021-01-01 21:00:00;40,42380314;-3,707379398;124.0
2021-01-01 21:00:00;40,42479893;-3,712094845;538.0
2021-01-01 21:00:00;40,42695341;-3,69448847;93.0
2021-01-01 21:00:00;40,43046926;-3,713297939;639.0
2021-01-01 22:00:00;40,405367;-3,701798;180.0
2021-01-01 22:00:00;40,409118;-3,692441;427.0
2021-01-01 22:00:00;40,41110888;-3,696471467;159.0
2021-01-01 22:00:00;40,41289138;-3,707464267;654.0
2021-01-01 22:00:00;40,41338702;-3,697740186;8.0
2021-01-01 22:00:00;40,41373441;-3,723947718;72.0
2021-01-01 22:00:00;40,415111;-3,713569;120.0
2021-01-01 22:00:00;40,41637598;-3,706029098;162.0
2021-01-01 22:00:00;40,41664098;-3,701246554;341.0
2021-01-01 22:00:00;40,418256;-3,697732;558.0
2021-01-01 22:00:00;40,41990798;-3,692363251;238.0
2021-01-01 22:00:00;40,42015321;-3,70435898;512.0
2021-01-01 22:00:00;40,4202703;-3,704325575;261.0
2021-01-01 22:00:00;40,42107227;-3,70049043;132.0
2021-01-01 22:00:00;40,42200905;-3,700891722;667.0
2021-01-01 22:00:00;40,42380314;-3,707379398;59.0
2021-01-01 22:00:00;40,42479893;-3,712094845;203.0
2021-01-01 22:00:00;40,42695341;-3,69448847;118.0
2021-01-01 22:00:00;40,43046926;-3,713297939;290.0
2021-01-01 23:00:00;40,405367;-3,701798;152.0
2021-01-01 23:00:00;40,409118;-3,692441;132.0
2021-01-01 23:00:00;40,41110888;-3,696471467;76.0
2021-01-01 23:00:00;40,41289138;-3,707464267;403.0
2021-01-01 23:00:00;40,41338702;-3,697740186;53.0
2021-01-01 23:00:00;40,41373441;-3,723947718;22.0
2021-01-01 23:00:00;40,415111;-3,713569;95.0
2021-01-01 23:00:00;40,41637598;-3,706029098;230.0
2021-01-01 23:00:00;40,41664098;-3,701246554;149.0
2021-01-01 23:00:00;40,418256;-3,697732;396.0
2021-01-01 23:00:00;40,41990798;-3,692363251;128.0
2021-01-01 23:00:00;40,42015321;-3,70435898;243.0
2021-01-01 23:00:00;40,4202703;-3,704325575;82.0
2021-01-01 23:00:00;40,42107227;-3,70049043;127.0
2021-01-01 23:00:00;40,42200905;-3,700891722;377.0
2021-01-01 23:00:00;40,42380314;-3,707379398;85.0
2021-01-01 23:00:00;40,42479893;-3,712094845;307.0
2021-01-01 23:00:00;40,42695341;-3,69448847;79.0
2021-01-01 23:00:00;40,43046926;-3,713297939;187.0
2021-01-02 00:00:00;40,405367;-3,701798;84.0
2021-01-02 00:00:00;40,409118;-3,692441;349.0
2021-01-02 00:00:00;40,41110888;-3,696471467;118.0
2021-01-02 00:00:00;40,41289138;-3,707464267;223.0
2021-01-02 00:00:00;40,41338702;-3,697740186;50.0
2021-01-02 00:00:00;40,41373441;-3,723947718;11.0
2021-01-02 00:00:00;40,415111;-3,713569;43.0
2021-01-02 00:00:00;40,41637598;-3,706029098;81.0
2021-01-02 00:00:00;40,41664098;-3,701246554;163.0
2021-01-02 00:00:00;40,418256;-3,697732;473.0
2021-01-02 00:00:00;40,41990798;-3,692363251;96.0
2021-01-02 00:00:00;40,42015321;-3,70435898;106.0
